price_tier,avg_stars,median_stars,std_stars,review_count,avg_sentiment
1.0,3.8127876809774874,4.0,1.4056522834584138,35847,0.7095991296342791
2.0,3.968250794444246,4.0,1.3166350592221396,140035,0.7495340450601635
3.0,4.082616046726099,5.0,1.2682663592670598,13012,0.7702121118967107
4.0,4.196417146513116,5.0,1.280379849213408,1563,0.7888675623800384
