business_id,review_count,avg_rating,avg_sentiment
--onnLZrsCazmcy2P_7fcw,7,3.0,0.5714285714285714
-8iATYRnN46Km0_-ldx6cg,166,4.240963855421687,0.8313253012048193
-9r8nAzWyRSLxBWt8uQOdA,343,3.0495626822157433,0.521865889212828
-ALqLSTzkGDMscHdxA1NgA,29,4.344827586206897,0.8275862068965517
-BdYhP-12elmFV7oB1iv4A,44,4.795454545454546,0.9090909090909091
-CoZunWzch6HzMaM34dOEQ,5,3.6,0.6
-FM4CxOg4XXmX_Ebky_SiQ,1434,4.204323570432357,0.8145048814504882
-FRHYI6doGCjIsXiKHkUqw,106,2.641509433962264,0.39622641509433965
-Fka99c-tJ-epWYNIobqyQ,180,3.5722222222222224,0.6388888888888888
-H-fZonTLitwHFY_PLAIjA,198,3.8535353535353534,0.7171717171717171
-I7M6l0h46VdiN09Y1NUZw,255,4.6117647058823525,0.8862745098039215
-Lwq2vdrQolANLzEbYMPpQ,22,4.181818181818182,0.8636363636363636
-M7wzxpUsdSkQd9PDGsJWA,54,3.962962962962963,0.7222222222222222
-SS3ep20HKhuOhzDkkt9aA,204,3.8186274509803924,0.6911764705882353
-TArOdux8Z4oH-jIM1FJuQ,63,3.4285714285714284,0.5714285714285714
-TSPsir3LSLO9vVBkvkqUw,60,3.4166666666666665,0.6166666666666667
-VvMsFD0W2nQuO9buaeC1g,144,4.291666666666667,0.8958333333333334
-e8RwknT5szoLk9uBZjzcw,122,4.098360655737705,0.8278688524590164
-fxH1XplVLVtWg2ZJWwRdA,88,4.4772727272727275,0.8636363636363636
-ipZBVF9nWm1vzrvQ3444A,136,3.8308823529411766,0.7647058823529411
-jrT-2bTSDaqJtzHRpY9ag,55,3.727272727272727,0.6181818181818182
-kOUmMiIimNSBIDdFN0x-Q,654,3.58868501529052,0.672782874617737
-kY_HDP7IMvGl-kBIZVU4A,330,4.1030303030303035,0.7909090909090909
-kfHz1kimX62QEceFkkB_g,413,3.641646489104116,0.7167070217917676
-loV4cB2Uh9TCltTRgGzWQ,386,4.2072538860103625,0.7979274611398963
-nwNPb3G-0L95igrhkvMtw,49,2.63265306122449,0.3469387755102041
-r6nmLB5Vi2TLQCxh0_dtw,221,4.226244343891403,0.8099547511312217
-ujBP1Dw0j1-Ffaz97-LXQ,243,4.0699588477366255,0.7983539094650206
04Ss49U_QKYLotcJMAH8cA,100,3.95,0.72
06pNHtxgPhGhZpM0Z2uzNw,569,3.4007029876977155,0.6362038664323374
07yUvKzFb-yPzJKoT0zamQ,7,3.0,0.42857142857142855
0LXeNx7wGTqbMSwKkGC3xg,25,3.88,0.8
0Qs-G8Xs-mz-jmQH5lez5A,23,4.478260869565218,0.9130434782608695
0RxU5OglQyPVtLKC1LPgsA,511,4.555772994129159,0.8786692759295499
0WrdiQ4qJBu2Gc7wRcIfdw,1037,3.957569913211186,0.7743490838958534
0YI4tyK4MrTAveuj2js4OA,24,4.416666666666667,0.8333333333333334
0ac5lGA_0wdKDnib3y59Xg,440,4.1863636363636365,0.7477272727272727
0c28ysQJ_M1fVToTFV-FWQ,44,4.0227272727272725,0.6818181818181818
0cWnURpfrb4MqKSzyVN4SQ,155,4.2064516129032254,0.864516129032258
0f0l62WKla-j2cfnPn7P2Q,73,3.684931506849315,0.6164383561643836
0iHHsSqphxrBWWecYEJcuQ,72,4.638888888888889,0.9444444444444444
0iLgVQpBeIYYwQZIblTTVw,10,3.8,0.8
0it-2gWk_gyuZyEMQzBBuQ,243,3.8559670781893005,0.7325102880658436
0m0SQSIzM9WcDhJ7UEVCLQ,32,4.1875,0.8125
0mUVD5sDXZjd66XwATN8XA,106,3.990566037735849,0.7358490566037735
0nR7jHCkFEzmA1n2b5g1nw,65,4.276923076923077,0.7692307692307693
0qu0fNTOsSmuREYVIMPuIQ,1036,4.2847490347490345,0.833011583011583
0tbscjPg4IzURekIn_CJ1Q,153,4.124183006535947,0.7450980392156863
0yD-SZAfjpH36-o7_pospw,15,3.8666666666666667,0.8
11RNOheZvab_FDcLtsZUug,8,3.0,0.0
12Gc4OFQ-WAW0fAk2hRZuQ,25,5.0,0.96
18eWJFJbXyR9j_5xfcRLYA,470,4.2957446808510635,0.8680851063829788
1Du1NruqJwxnzgEUHc42Jw,213,4.535211267605634,0.8732394366197183
1FURjeGJi_LBXcJQg8eskw,910,4.341758241758241,0.8802197802197802
1J0NIfmrSuV72KzhmYFxMA,80,3.9875,0.725
1ONK4BD8Fuh1mfBCrB2aOQ,18,4.111111111111111,0.7222222222222222
1U8Kt44FIkC7RnJsNjaMTA,35,4.628571428571429,0.8857142857142857
1cYZIJM5P3yOsIjq8qxoSw,7,3.5714285714285716,0.5714285714285714
1hRWfuA-8THwYsDYgj-oIg,49,2.5510204081632653,0.3469387755102041
1kVnChI4aqsPw9i2PVqkkw,282,3.8900709219858154,0.7624113475177305
1l4-uhraQzNiRjppKyMUUQ,117,4.495726495726496,0.9145299145299145
1lwulkAD5htni3rbHW8oeg,12,2.8333333333333335,0.4166666666666667
1oGCzoCC6HnQWpdK9cCP0g,94,4.76595744680851,0.9361702127659575
1pYZMmpdy2MviWBbagMwbA,6,4.333333333333333,0.8333333333333334
1pd4VYTww1UWDVai2r2RKg,254,3.1850393700787403,0.5118110236220472
1rC0hBT49gVljFQYTIGIaA,166,3.7590361445783134,0.7168674698795181
1xsBRB203LiYLcC3mktfdA,171,3.9005847953216373,0.7543859649122807
2-cH9tqCu3yHRJJoKTYjHw,11,4.545454545454546,0.8181818181818182
22q2wGlAmJN8MkhZl2RzRw,34,1.9411764705882353,0.29411764705882354
23OxrUaCvvVrwSa1z3xG-w,131,4.343511450381679,0.8625954198473282
27zlxlmlQu9KBr5Vj4MGeg,814,4.3906633906633905,0.8378378378378378
29YqJwOGEuAWqlHZxMc1OA,292,3.51027397260274,0.6643835616438356
29t8lDBLiwkEd1HA356dOw,393,3.849872773536896,0.7150127226463104
2DBo3WFKwpbtl9kJzuroIg,32,2.46875,0.34375
2N9WHETHcYJsfYpHQ-qN_A,163,3.6134969325153374,0.6441717791411042
2OJqIloZMAZXCW3uzF8jJw,38,3.789473684210526,0.5789473684210527
2QaNH5-RCRNIkToUOBc22Q,26,4.115384615384615,0.8846153846153846
2QvkOHC-pWGiAmvQ9xX64Q,94,4.351063829787234,0.8404255319148937
2RtyOlU9mwyVisvgOECaDA,218,3.9908256880733943,0.6926605504587156
2T7622XwGOhJf7O4ND_XBA,55,3.4,0.5454545454545454
2WHu0k5VVM1Pn9AFzkSBlA,111,3.6396396396396398,0.6936936936936937
2Y0L3Hf6U-76jGvviKy5pA,117,3.1709401709401708,0.5726495726495726
2YnQAJdeFrcgPa8MqIYcDg,308,3.675324675324675,0.698051948051948
2YoQRByvTjdP4GSVnPcANA,52,2.9038461538461537,0.4423076923076923
2aP9wvEqpGLLDVpWTWlAog,133,4.2481203007518795,0.8345864661654135
2bl6G1zgXUHbMGwEocqMSg,162,4.833333333333333,0.9753086419753086
2h3SEwpI6fiuTF9mcN1S_Q,87,4.137931034482759,0.7816091954022989
2nF2syYoD5VBFk01le6NkA,32,4.28125,0.875
2pBNVsJo3a3CPbInUu9lvQ,134,2.8208955223880596,0.4925373134328358
2rv-W-PBYciHvOhruq8rlg,15,3.533333333333333,0.6666666666666666
2swMZVA832zkmdPBrddPRQ,238,4.226890756302521,0.8445378151260504
2xxkaRy7rP5EUyjFt2J5kA,576,4.295138888888889,0.8263888888888888
3-dQbvti2EpSfs9jKcyIjQ,31,2.903225806451613,0.4838709677419355
304FY8qhcOpm9SIkrzmhoQ,62,4.629032258064516,0.9032258064516129
34Eqv8jXgxg_EEwcsNgeeg,670,4.250746268656717,0.8313432835820895
3DSgJFIaXjdknbZn3LSnPQ,125,4.432,0.888
3ESm27p4DACKCpzZmiRxgw,5,3.8,0.6
3RtMd3VZ21WL5auDr6Jp9A,28,3.8214285714285716,0.75
3VrqxApK-iwfRohlAuIt0g,114,4.12280701754386,0.7368421052631579
3Wy21heeDm8h2tSZfcj6OA,1534,4.394393741851369,0.8520208604954368
3XjwPkcbuhssRwZKnoYOyQ,21,4.0476190476190474,0.8095238095238095
3bZADX_g9efvqGXaAY7Kbg,195,3.8923076923076922,0.7025641025641025
3cnjGli5iwGsUF06Dne9Yg,5,4.6,1.0
3czlT5lRF9uKmGZ2rknJqA,9,4.0,0.6666666666666666
3fH5YQKRJu55TFPnMhv1ZQ,33,3.5757575757575757,0.6060606060606061
3fpAmsSuEFNF29UUPpgwlw,300,4.73,0.9433333333333334
3lty2YUwjp61iUqNgKVEMw,185,3.3675675675675674,0.5675675675675675
3rzlcCvPUJ56jvYWl7iGvA,54,4.574074074074074,0.9259259259259259
3tvi-OJ_-iK1ecjzSaH-oA,223,4.36322869955157,0.8251121076233184
3xJ_6qxRA0sdUm3ThCPiCw,282,3.8156028368794326,0.6666666666666666
425FOxIzHPcOB0niWc6-1w,100,3.5,0.6
42cHjHD6Kkv7Ms3-lLsimw,74,2.445945945945946,0.3783783783783784
45D7B9CqiUTTPUFcqmLx5Q,267,4.322097378277154,0.8726591760299626
