price_tier,avg_sentiment,std_sentiment,count
1.0,0.7095991296342791,0.4539536909917701,35847
2.0,0.7495340450601635,0.4332829340957479,140035
3.0,0.7702121118967107,0.420712511505136,13012
4.0,0.7888675623800384,0.40824277221551086,1563
