day_of_week,avg_stars,review_count,avg_sentiment
Monday,3.9075120780574064,31669,0.7340301240961192
Tuesday,3.968804664723032,27440,0.7530247813411078
Wednesday,3.986618773190179,25334,0.7547169811320755
Thursday,3.97374731271705,24188,0.7497519431122871
Friday,3.97741935483871,24490,0.7481829318089016
Saturday,3.958448853202751,27773,0.7444640478162244
Sunday,3.9104258882641463,33436,0.7301112573274315
